Player,Team,Pos,Matrix,iXG_pct,iXA_pct,Med10_SOG,i5v5_points60,i5v5_iCF60,Conf_Point,Conf_SOG,Conf_Goal,Reg_P10,Reg_G10,Reg_SOG10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S
Justin Dowling,NYR,C,Red,1.800720288115246,7.322929171668667,,0.0,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Justin Dowling,NYR,C,Red,1.800720288115246,7.322929171668667,,,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Justin Dowling,NYR,C,Red,1.800720288115246,7.322929171668667,,,,19.0,19.0,15.0,,,,COOL,COOL,COOL
Matt Rempe,NYR,C,Red,31.63265306122449,7.322929171668667,,0.006779661016949152,,19.0,38.0,37.0,,,,COOL,COOL,COOL
Matt Rempe,NYR,C,Red,31.63265306122449,7.322929171668667,,,,19.0,38.0,37.0,,,,COOL,COOL,COOL
Matt Rempe,NYR,C,Red,31.63265306122449,7.322929171668667,,0.0,,19.0,38.0,37.0,,,,COOL,COOL,COOL
Liam O'Brien,UTA,C,Red,42.37695078031212,19.08763505402161,,0.014638906961613532,,28.0,45.0,45.0,,,,COOL,COOL,COOL
Liam O'Brien,UTA,C,Red,42.37695078031212,19.08763505402161,,,,28.0,45.0,45.0,,,,COOL,COOL,COOL
Liam O'Brien,UTA,C,Red,42.37695078031212,19.08763505402161,,0.0,,28.0,45.0,45.0,,,,COOL,COOL,COOL
Ivan Demidov,MTL,R,Yellow,69.14765906362545,97.05882352941177,,0.044419019416495606,,84.0,62.0,64.0,,,,COOL,COOL,COOL
Ivan Demidov,MTL,R,Yellow,69.14765906362545,97.05882352941177,,0.0,,84.0,62.0,64.0,,,,COOL,COOL,COOL
Ivan Demidov,MTL,R,Yellow,69.14765906362545,97.05882352941177,,0.09028590536699549,,84.0,62.0,64.0,,,,COOL,COOL,COOL
Rickard Rakell,PIT,R,Yellow,76.71068427370949,63.68547418967587,,0.02298095863427446,,60.0,67.0,69.0,,,,COOL,COOL,COOL
Rickard Rakell,PIT,R,Yellow,76.71068427370949,63.68547418967587,,0.06335797254487856,,60.0,67.0,69.0,,,,COOL,COOL,COOL
Rickard Rakell,PIT,R,Yellow,76.71068427370949,63.68547418967587,,0.06747258926061288,,60.0,67.0,69.0,,,,COOL,COOL,COOL
Nico Sturm,MIN,C,Red,57.5030012004802,36.97478991596639,,0.024691358024691357,,41.0,55.0,55.0,,,,COOL,COOL,COOL
Nico Sturm,MIN,C,Red,57.5030012004802,36.97478991596639,,0.0,,41.0,55.0,55.0,,,,COOL,COOL,COOL
Nico Sturm,MIN,C,Red,57.5030012004802,36.97478991596639,,0.0,,41.0,55.0,55.0,,,,COOL,COOL,COOL
Daniil But,UTA,L,Red,53.601440576230495,26.290516206482593,,0.0,,33.0,52.0,53.0,,,,COOL,COOL,COOL
Daniil But,UTA,L,Red,53.601440576230495,26.290516206482593,,0.0,,33.0,52.0,53.0,,,,COOL,COOL,COOL
Daniil But,UTA,L,Red,53.601440576230495,26.290516206482593,,0.12203389830508475,,33.0,52.0,53.0,,,,COOL,COOL,COOL
Esa Lindell,DAL,D,Red,44.83793517406963,76.53061224489795,,0.018414995067412034,,69.0,47.0,46.0,,,,COOL,COOL,COOL
Esa Lindell,DAL,D,Red,44.83793517406963,76.53061224489795,,0.005786478927572572,,69.0,47.0,46.0,,,,COOL,COOL,COOL
Esa Lindell,DAL,D,Red,44.83793517406963,76.53061224489795,,0.0,,69.0,47.0,46.0,,,,COOL,COOL,COOL
Ivan Miroshnichenko,WSH,L,Red,11.224489795918368,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Ivan Miroshnichenko,WSH,L,Red,11.224489795918368,7.322929171668667,,,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Ivan Miroshnichenko,WSH,L,Red,11.224489795918368,7.322929171668667,,,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Alexander Kerfoot,UTA,C,Red,15.486194477791116,7.322929171668667,,0.018214936247723135,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Alexander Kerfoot,UTA,C,Red,15.486194477791116,7.322929171668667,,0.0,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Alexander Kerfoot,UTA,C,Red,15.486194477791116,7.322929171668667,,0.0,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Justin Danforth,BUF,R,Red,5.1020408163265305,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Justin Danforth,BUF,R,Red,5.1020408163265305,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Justin Danforth,BUF,R,Red,5.1020408163265305,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Matt Luff,STL,R,Red,12.965186074429772,7.322929171668667,,0.02225519287833828,,19.0,26.0,23.0,,,,COOL,COOL,COOL
Matt Luff,STL,R,Red,12.965186074429772,7.322929171668667,,,,19.0,26.0,23.0,,,,COOL,COOL,COOL
Matt Luff,STL,R,Red,12.965186074429772,7.322929171668667,,0.0,,19.0,26.0,23.0,,,,COOL,COOL,COOL
David Kampf,VAN,C,Red,38.83553421368548,19.08763505402161,,0.011598685482312004,,28.0,43.0,42.0,,,,COOL,COOL,COOL
David Kampf,VAN,C,Red,38.83553421368548,19.08763505402161,,0.0,,28.0,43.0,42.0,,,,COOL,COOL,COOL
David Kampf,VAN,C,Red,38.83553421368548,19.08763505402161,,0.0,,28.0,43.0,42.0,,,,COOL,COOL,COOL
Andre Burakovsky,CHI,L,Yellow,76.5906362545018,89.85594237695078,,0.03413400758533502,,79.0,67.0,69.0,,,,COOL,COOL,COOL
Andre Burakovsky,CHI,L,Yellow,76.5906362545018,89.85594237695078,,0.0,,79.0,67.0,69.0,,,,COOL,COOL,COOL
Andre Burakovsky,CHI,L,Yellow,76.5906362545018,89.85594237695078,,0.09861212563915267,,79.0,67.0,69.0,,,,COOL,COOL,COOL
Justin Robidas,CAR,C,Red,4.861944777911164,19.08763505402161,,0.046801872074883,,28.0,21.0,18.0,,,,COOL,COOL,COOL
Justin Robidas,CAR,C,Red,4.861944777911164,19.08763505402161,,,,28.0,21.0,18.0,,,,COOL,COOL,COOL
Justin Robidas,CAR,C,Red,4.861944777911164,19.08763505402161,,,,28.0,21.0,18.0,,,,COOL,COOL,COOL
Anthony Mantha,PIT,R,Yellow,81.57262905162065,82.47298919567827,,0.03238814974756295,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Anthony Mantha,PIT,R,Yellow,81.57262905162065,82.47298919567827,,0.0,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Anthony Mantha,PIT,R,Yellow,81.57262905162065,82.47298919567827,,0.09730387188323536,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Roope Hintz,DAL,C,Yellow,93.15726290516207,91.41656662665066,,0.02707957228162755,,80.0,78.0,81.0,,,,COOL,COOL,COOL
Roope Hintz,DAL,C,Yellow,93.15726290516207,91.41656662665066,,0.0,,80.0,78.0,81.0,,,,COOL,COOL,COOL
Roope Hintz,DAL,C,Yellow,93.15726290516207,91.41656662665066,,0.13959981386691483,,80.0,78.0,81.0,,,,COOL,COOL,COOL
Hunter Haight,MIN,C,Red,0.7202881152460985,7.322929171668667,,0.0,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Hunter Haight,MIN,C,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Hunter Haight,MIN,C,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Jimmy Snuggerud,STL,R,Yellow,71.00840336134453,53.96158463385354,,0.0221483942414175,,53.0,64.0,65.0,,,,COOL,COOL,COOL
Jimmy Snuggerud,STL,R,Yellow,71.00840336134453,53.96158463385354,,,,53.0,64.0,65.0,,,,COOL,COOL,COOL
Jimmy Snuggerud,STL,R,Yellow,71.00840336134453,53.96158463385354,,0.06241872561768531,,53.0,64.0,65.0,,,,COOL,COOL,COOL
Ty Murchison,PHI,D,Red,2.460984393757503,7.322929171668667,,0.0,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Ty Murchison,PHI,D,Red,2.460984393757503,7.322929171668667,,0.0,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Ty Murchison,PHI,D,Red,2.460984393757503,7.322929171668667,,,,19.0,19.0,16.0,,,,COOL,COOL,COOL
Alex Iafallo,WPG,L,Yellow,78.51140456182473,53.96158463385354,,0.015278283012004365,,53.0,69.0,71.0,,,,COOL,COOL,COOL
Alex Iafallo,WPG,L,Yellow,78.51140456182473,53.96158463385354,,0.019206145966709345,,53.0,69.0,71.0,,,,COOL,COOL,COOL
Alex Iafallo,WPG,L,Yellow,78.51140456182473,53.96158463385354,,0.05955334987593052,,53.0,69.0,71.0,,,,COOL,COOL,COOL
Evander Kane,VAN,L,Yellow,83.55342136854742,76.53061224489795,,0.020616785499527533,,69.0,72.0,74.0,,,,COOL,COOL,COOL
Evander Kane,VAN,L,Yellow,83.55342136854742,76.53061224489795,,0.0,,69.0,72.0,74.0,,,,COOL,COOL,COOL
Evander Kane,VAN,L,Yellow,83.55342136854742,76.53061224489795,,0.07637474541751528,,69.0,72.0,74.0,,,,COOL,COOL,COOL
Dylan Cozens,OTT,C,Yellow,90.75630252100841,89.85594237695078,,0.022256568778979906,,79.0,76.0,79.0,,,,COOL,COOL,COOL
Dylan Cozens,OTT,C,Yellow,90.75630252100841,89.85594237695078,,0.0,,79.0,76.0,79.0,,,,COOL,COOL,COOL
Dylan Cozens,OTT,C,Yellow,90.75630252100841,89.85594237695078,,0.13048797064020662,,79.0,76.0,79.0,,,,COOL,COOL,COOL
Michael Callahan,BOS,D,Red,5.5222088835534215,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Michael Callahan,BOS,D,Red,5.5222088835534215,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Michael Callahan,BOS,D,Red,5.5222088835534215,7.322929171668667,,0.0,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Tyson Foerster,PHI,R,Red,52.40096038415366,31.392557022809125,,0.03173483779971791,,37.0,52.0,52.0,,,,COOL,COOL,COOL
Tyson Foerster,PHI,R,Red,52.40096038415366,31.392557022809125,,0.0,,37.0,52.0,52.0,,,,COOL,COOL,COOL
Tyson Foerster,PHI,R,Red,52.40096038415366,31.392557022809125,,0.022564874012786763,,37.0,52.0,52.0,,,,COOL,COOL,COOL
Timo Meier,NJD,R,Yellow,97.8391356542617,76.53061224489795,,0.02478972996901284,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Timo Meier,NJD,R,Yellow,97.8391356542617,76.53061224489795,,0.0,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Timo Meier,NJD,R,Yellow,97.8391356542617,76.53061224489795,,0.11299435028248588,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Emmitt Finnie,DET,C,Yellow,91.59663865546219,67.52701080432173,,0.014835164835164835,,63.0,77.0,80.0,,,,COOL,COOL,COOL
Emmitt Finnie,DET,C,Yellow,91.59663865546219,67.52701080432173,,0.0,,63.0,77.0,80.0,,,,COOL,COOL,COOL
Emmitt Finnie,DET,C,Yellow,91.59663865546219,67.52701080432173,,0.11272898074213246,,63.0,77.0,80.0,,,,COOL,COOL,COOL
Sam Dickinson,SJS,D,Red,31.332533013205282,31.392557022809125,,0.006598240469208211,,37.0,38.0,37.0,,,,COOL,COOL,COOL
Sam Dickinson,SJS,D,Red,31.332533013205282,31.392557022809125,,0.0,,37.0,38.0,37.0,,,,COOL,COOL,COOL
Sam Dickinson,SJS,D,Red,31.332533013205282,31.392557022809125,,0.0,,37.0,38.0,37.0,,,,COOL,COOL,COOL
Tanner Pearson,WPG,L,Red,54.921968787515006,26.290516206482593,,0.015221472423765793,,33.0,53.0,54.0,,,,COOL,COOL,COOL
Tanner Pearson,WPG,L,Red,54.921968787515006,26.290516206482593,,0.0,,33.0,53.0,54.0,,,,COOL,COOL,COOL
Tanner Pearson,WPG,L,Red,54.921968787515006,26.290516206482593,,0.0,,33.0,53.0,54.0,,,,COOL,COOL,COOL
Cole Reinhardt,VGK,L,Red,35.294117647058826,31.392557022809125,,0.015754233950374164,,37.0,40.0,39.0,,,,COOL,COOL,COOL
Cole Reinhardt,VGK,L,Red,35.294117647058826,31.392557022809125,,,,37.0,40.0,39.0,,,,COOL,COOL,COOL
Cole Reinhardt,VGK,L,Red,35.294117647058826,31.392557022809125,,0.0,,37.0,40.0,39.0,,,,COOL,COOL,COOL
Adam Pelech,NYI,D,Red,47.65906362545018,31.392557022809125,,0.006920574869085792,,37.0,48.0,48.0,,,,COOL,COOL,COOL
Adam Pelech,NYI,D,Red,47.65906362545018,31.392557022809125,,0.0,,37.0,48.0,48.0,,,,COOL,COOL,COOL
Adam Pelech,NYI,D,Red,47.65906362545018,31.392557022809125,,0.0,,37.0,48.0,48.0,,,,COOL,COOL,COOL
Jayden Struble,MTL,D,Red,20.34813925570228,48.67947178871548,,0.010804192026506284,,49.0,31.0,29.0,,,,COOL,COOL,COOL
Jayden Struble,MTL,D,Red,20.34813925570228,48.67947178871548,,0.0,,49.0,31.0,29.0,,,,COOL,COOL,COOL
Jayden Struble,MTL,D,Red,20.34813925570228,48.67947178871548,,0.0,,49.0,31.0,29.0,,,,COOL,COOL,COOL
Elias Pettersson,VAN,C,Yellow,82.17286914765907,82.47298919567827,,0.021779374931939453,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Elias Pettersson,VAN,C,Yellow,82.17286914765907,82.47298919567827,,0.022900763358778626,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Elias Pettersson,VAN,C,Yellow,82.17286914765907,82.47298919567827,,0.07601351351351351,,73.0,71.0,73.0,,,,COOL,COOL,COOL
Trevor Moore,LAK,L,Yellow,69.5078031212485,59.06362545018007,,0.022930201855261786,,57.0,63.0,64.0,,,,COOL,COOL,COOL
Trevor Moore,LAK,L,Yellow,69.5078031212485,59.06362545018007,,0.030082727500626724,,57.0,63.0,64.0,,,,COOL,COOL,COOL
Trevor Moore,LAK,L,Yellow,69.5078031212485,59.06362545018007,,0.0,,57.0,63.0,64.0,,,,COOL,COOL,COOL
Nick DeSimone,UTA,D,Red,23.589435774309724,19.08763505402161,,0.01201923076923077,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Nick DeSimone,UTA,D,Red,23.589435774309724,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Nick DeSimone,UTA,D,Red,23.589435774309724,19.08763505402161,,0.0,,28.0,33.0,31.0,,,,COOL,COOL,COOL
Ben Kindel,PIT,C,Yellow,86.43457382953181,67.52701080432173,,0.018754558399611015,,63.0,74.0,76.0,,,,COOL,COOL,COOL
Ben Kindel,PIT,C,Yellow,86.43457382953181,67.52701080432173,,0.0,,63.0,74.0,76.0,,,,COOL,COOL,COOL
Ben Kindel,PIT,C,Yellow,86.43457382953181,67.52701080432173,,0.1197339246119734,,63.0,74.0,76.0,,,,COOL,COOL,COOL
Max Sasson,VAN,C,Red,59.183673469387756,26.290516206482593,,0.022710068130204392,,33.0,56.0,57.0,,,,COOL,COOL,COOL
Max Sasson,VAN,C,Red,59.183673469387756,26.290516206482593,,0.0,,33.0,56.0,57.0,,,,COOL,COOL,COOL
Max Sasson,VAN,C,Red,59.183673469387756,26.290516206482593,,0.06795016987542468,,33.0,56.0,57.0,,,,COOL,COOL,COOL
Elias Salomonsson,WPG,D,Red,14.8859543817527,7.322929171668667,,0.0,,19.0,27.0,25.0,,,,COOL,COOL,COOL
Elias Salomonsson,WPG,D,Red,14.8859543817527,7.322929171668667,,0.0,,19.0,27.0,25.0,,,,COOL,COOL,COOL
Elias Salomonsson,WPG,D,Red,14.8859543817527,7.322929171668667,,,,19.0,27.0,25.0,,,,COOL,COOL,COOL
Nic Dowd,WSH,C,Red,51.50060024009604,53.96158463385354,,0.016615895873719193,,53.0,51.0,51.0,,,,COOL,COOL,COOL
Nic Dowd,WSH,C,Red,51.50060024009604,53.96158463385354,,0.0,,53.0,51.0,51.0,,,,COOL,COOL,COOL
Nic Dowd,WSH,C,Red,51.50060024009604,53.96158463385354,,0.0,,53.0,51.0,51.0,,,,COOL,COOL,COOL
Radko Gudas,ANA,D,Red,23.88955582232893,53.96158463385354,,0.01925777331995988,,53.0,33.0,31.0,,,,COOL,COOL,COOL
Radko Gudas,ANA,D,Red,23.88955582232893,53.96158463385354,,0.0,,53.0,33.0,31.0,,,,COOL,COOL,COOL
Radko Gudas,ANA,D,Red,23.88955582232893,53.96158463385354,,0.0,,53.0,33.0,31.0,,,,COOL,COOL,COOL
Brayden McNabb,VGK,D,Red,36.61464585834334,19.08763505402161,,0.004453571516935943,,28.0,41.0,40.0,,,,COOL,COOL,COOL
Brayden McNabb,VGK,D,Red,36.61464585834334,19.08763505402161,,0.0,,28.0,41.0,40.0,,,,COOL,COOL,COOL
Brayden McNabb,VGK,D,Red,36.61464585834334,19.08763505402161,,0.0,,28.0,41.0,40.0,,,,COOL,COOL,COOL
Aleksanteri Kaskimaki,STL,C,Red,7.082833133253301,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Aleksanteri Kaskimaki,STL,C,Red,7.082833133253301,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Aleksanteri Kaskimaki,STL,C,Red,7.082833133253301,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Jake Sanderson,OTT,D,Yellow,65.48619447779112,92.67707082833134,,0.022706845167699514,,81.0,60.0,61.0,,,,COOL,COOL,COOL
Jake Sanderson,OTT,D,Yellow,65.48619447779112,92.67707082833134,,0.0,,81.0,60.0,61.0,,,,COOL,COOL,COOL
Jake Sanderson,OTT,D,Yellow,65.48619447779112,92.67707082833134,,0.07708119218910586,,81.0,60.0,61.0,,,,COOL,COOL,COOL
Quinton Byfield,LAK,R,Yellow,89.19567827130852,86.8547418967587,,0.01602041119055389,,77.0,75.0,78.0,,,,COOL,COOL,COOL
Quinton Byfield,LAK,R,Yellow,89.19567827130852,86.8547418967587,,0.01222992254382389,,77.0,75.0,78.0,,,,COOL,COOL,COOL
Quinton Byfield,LAK,R,Yellow,89.19567827130852,86.8547418967587,,0.06427423674343867,,77.0,75.0,78.0,,,,COOL,COOL,COOL
Jalen Chatfield,CAR,D,Red,36.134453781512605,53.96158463385354,,0.010086011262712576,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Jalen Chatfield,CAR,D,Red,36.134453781512605,53.96158463385354,,0.0,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Jalen Chatfield,CAR,D,Red,36.134453781512605,53.96158463385354,,0.0,,53.0,41.0,40.0,,,,COOL,COOL,COOL
Travis Sanheim,PHI,D,Red,55.58223289315727,79.59183673469387,,0.015727735424539636,,71.0,54.0,54.0,,,,COOL,COOL,COOL
Travis Sanheim,PHI,D,Red,55.58223289315727,79.59183673469387,,0.007817589576547232,,71.0,54.0,54.0,,,,COOL,COOL,COOL
Travis Sanheim,PHI,D,Red,55.58223289315727,79.59183673469387,,0.06324666198172874,,71.0,54.0,54.0,,,,COOL,COOL,COOL
Alex Tuch,BUF,R,Yellow,90.15606242496999,91.41656662665066,,0.05045314397832384,,80.0,76.0,79.0,,,,COOL,COOL,COOL
Alex Tuch,BUF,R,Yellow,90.15606242496999,91.41656662665066,,0.012111425111021397,,80.0,76.0,79.0,,,,COOL,COOL,COOL
Alex Tuch,BUF,R,Yellow,90.15606242496999,91.41656662665066,,0.029791459781529295,,80.0,76.0,79.0,,,,COOL,COOL,COOL
Justin Kirkland,CGY,C,Red,21.668667466986793,19.08763505402161,,0.013181019332161687,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Justin Kirkland,CGY,C,Red,21.668667466986793,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Justin Kirkland,CGY,C,Red,21.668667466986793,19.08763505402161,,,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Alex Turcotte,LAK,C,Yellow,74.42977190876351,43.037214885954384,,0.0184639732712006,,45.0,66.0,68.0,,,,COOL,COOL,COOL
Alex Turcotte,LAK,C,Yellow,74.42977190876351,43.037214885954384,,0.0,,45.0,66.0,68.0,,,,COOL,COOL,COOL
Alex Turcotte,LAK,C,Yellow,74.42977190876351,43.037214885954384,,0.0,,45.0,66.0,68.0,,,,COOL,COOL,COOL
Jamie Oleksiak,SEA,D,Red,33.55342136854742,43.037214885954384,,0.014874957389444977,,45.0,39.0,38.0,,,,COOL,COOL,COOL
Jamie Oleksiak,SEA,D,Red,33.55342136854742,43.037214885954384,,0.0,,45.0,39.0,38.0,,,,COOL,COOL,COOL
Jamie Oleksiak,SEA,D,Red,33.55342136854742,43.037214885954384,,0.0,,45.0,39.0,38.0,,,,COOL,COOL,COOL
Dylan DeMelo,WPG,D,Red,22.989195678271308,76.53061224489795,,0.01782816392768165,,69.0,32.0,31.0,,,,COOL,COOL,COOL
Dylan DeMelo,WPG,D,Red,22.989195678271308,76.53061224489795,,0.011578541103820918,,69.0,32.0,31.0,,,,COOL,COOL,COOL
Dylan DeMelo,WPG,D,Red,22.989195678271308,76.53061224489795,,0.0,,69.0,32.0,31.0,,,,COOL,COOL,COOL
Josh Doan,BUF,R,Yellow,94.83793517406963,82.47298919567827,,0.03528028224225794,,73.0,79.0,82.0,,,,COOL,COOL,COOL
Josh Doan,BUF,R,Yellow,94.83793517406963,82.47298919567827,,0.0,,73.0,79.0,82.0,,,,COOL,COOL,COOL
Josh Doan,BUF,R,Yellow,94.83793517406963,82.47298919567827,,0.07950530035335689,,73.0,79.0,82.0,,,,COOL,COOL,COOL
Vincent Iorio,SJS,D,Red,10.864345738295318,31.392557022809125,,0.013024602026049204,,37.0,25.0,22.0,,,,COOL,COOL,COOL
Vincent Iorio,SJS,D,Red,10.864345738295318,31.392557022809125,,0.0,,37.0,25.0,22.0,,,,COOL,COOL,COOL
Vincent Iorio,SJS,D,Red,10.864345738295318,31.392557022809125,,0.0,,37.0,25.0,22.0,,,,COOL,COOL,COOL
Tage Thompson,BUF,C,Yellow,97.71908763505402,86.8547418967587,,0.037867921280624245,,77.0,81.0,84.0,,,,COOL,COOL,COOL
Tage Thompson,BUF,C,Yellow,97.71908763505402,86.8547418967587,,0.0,,77.0,81.0,84.0,,,,COOL,COOL,COOL
Tage Thompson,BUF,C,Yellow,97.71908763505402,86.8547418967587,,0.0665352390340069,,77.0,81.0,84.0,,,,COOL,COOL,COOL
Urho Vaakanainen,NYR,D,Red,17.346938775510203,31.392557022809125,,0.011853803095159697,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Urho Vaakanainen,NYR,D,Red,17.346938775510203,31.392557022809125,,0.0,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Urho Vaakanainen,NYR,D,Red,17.346938775510203,31.392557022809125,,0.0,,37.0,29.0,26.0,,,,COOL,COOL,COOL
Zachary Aston-Reese,CBJ,L,Red,34.57382953181273,36.97478991596639,,0.020162984121650004,,41.0,40.0,39.0,,,,COOL,COOL,COOL
Zachary Aston-Reese,CBJ,L,Red,34.57382953181273,36.97478991596639,,0.0,,41.0,40.0,39.0,,,,COOL,COOL,COOL
Zachary Aston-Reese,CBJ,L,Red,34.57382953181273,36.97478991596639,,0.0,,41.0,40.0,39.0,,,,COOL,COOL,COOL
Nick Suzuki,MTL,C,Yellow,97.47899159663865,98.73949579831933,,0.024718696088781317,,85.0,81.0,84.0,,,,COOL,COOL,COOL
Nick Suzuki,MTL,C,Yellow,97.47899159663865,98.73949579831933,,0.0,,85.0,81.0,84.0,,,,COOL,COOL,COOL
Nick Suzuki,MTL,C,Yellow,97.47899159663865,98.73949579831933,,0.14727540500736377,,85.0,81.0,84.0,,,,COOL,COOL,COOL
Sam Morton,CGY,C,Red,22.629051620648262,7.322929171668667,,0.0,,19.0,32.0,30.0,,,,COOL,COOL,COOL
Sam Morton,CGY,C,Red,22.629051620648262,7.322929171668667,,0.0,,19.0,32.0,30.0,,,,COOL,COOL,COOL
Sam Morton,CGY,C,Red,22.629051620648262,7.322929171668667,,0.0,,19.0,32.0,30.0,,,,COOL,COOL,COOL
Brandon Duhaime,WSH,R,Red,57.20288115246098,26.290516206482593,,0.011926058437686345,,33.0,55.0,55.0,,,,COOL,COOL,COOL
Brandon Duhaime,WSH,R,Red,57.20288115246098,26.290516206482593,,0.01800720288115246,,33.0,55.0,55.0,,,,COOL,COOL,COOL
Brandon Duhaime,WSH,R,Red,57.20288115246098,26.290516206482593,,0.0,,33.0,55.0,55.0,,,,COOL,COOL,COOL
A.J. Greer,FLA,L,Yellow,69.74789915966386,59.06362545018007,,0.03290917068889864,,57.0,63.0,64.0,,,,COOL,COOL,COOL
A.J. Greer,FLA,L,Yellow,69.74789915966386,59.06362545018007,,0.0,,57.0,63.0,64.0,,,,COOL,COOL,COOL
A.J. Greer,FLA,L,Yellow,69.74789915966386,59.06362545018007,,0.0,,57.0,63.0,64.0,,,,COOL,COOL,COOL
Albert Johansson,DET,D,Red,26.770708283313326,43.037214885954384,,0.008348639171814994,,45.0,35.0,33.0,,,,COOL,COOL,COOL
Albert Johansson,DET,D,Red,26.770708283313326,43.037214885954384,,0.0,,45.0,35.0,33.0,,,,COOL,COOL,COOL
Albert Johansson,DET,D,Red,26.770708283313326,43.037214885954384,,0.0,,45.0,35.0,33.0,,,,COOL,COOL,COOL
Ethen Frank,WSH,C,Red,60.38415366146459,59.06362545018007,,0.036989468276393524,,57.0,57.0,57.0,,,,COOL,COOL,COOL
Ethen Frank,WSH,C,Red,60.38415366146459,59.06362545018007,,0.0,,57.0,57.0,57.0,,,,COOL,COOL,COOL
Ethen Frank,WSH,C,Red,60.38415366146459,59.06362545018007,,0.04914004914004914,,57.0,57.0,57.0,,,,COOL,COOL,COOL
Simon Benoit,TOR,D,Red,24.069627851140456,31.392557022809125,,0.003618272274988693,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Simon Benoit,TOR,D,Red,24.069627851140456,31.392557022809125,,0.0,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Simon Benoit,TOR,D,Red,24.069627851140456,31.392557022809125,,0.0,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Erik Karlsson,PIT,D,Red,64.22569027611044,97.59903961584634,,0.018064755199407107,,84.0,59.0,60.0,,,,COOL,COOL,COOL
Erik Karlsson,PIT,D,Red,64.22569027611044,97.59903961584634,,0.0,,84.0,59.0,60.0,,,,COOL,COOL,COOL
Erik Karlsson,PIT,D,Red,64.22569027611044,97.59903961584634,,0.08950366151342555,,84.0,59.0,60.0,,,,COOL,COOL,COOL
Robby Fabbri,STL,C,Red,24.069627851140456,31.392557022809125,,0.02706766917293233,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Robby Fabbri,STL,C,Red,24.069627851140456,31.392557022809125,,0.0,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Robby Fabbri,STL,C,Red,24.069627851140456,31.392557022809125,,0.0,,37.0,33.0,31.0,,,,COOL,COOL,COOL
Quinn Hughes,MIN,D,Yellow,66.6266506602641,98.73949579831933,,0.016534882241960442,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Quinn Hughes,MIN,D,Yellow,66.6266506602641,98.73949579831933,,0.0,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Quinn Hughes,MIN,D,Yellow,66.6266506602641,98.73949579831933,,0.10972461273666093,,85.0,61.0,62.0,,,,COOL,COOL,COOL
Nikolas Matinpalo,OTT,D,Red,19.92797118847539,36.97478991596639,,0.007844162635638646,,41.0,30.0,28.0,,,,COOL,COOL,COOL
