Player,Team,Pos,Matrix,iXG_pct,iXA_pct,Med10_SOG,i5v5_points60,i5v5_iCF60,Conf_Point,Conf_SOG,Conf_Goal,Reg_P10,Reg_G10,Reg_SOG10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S
Jiri Kulich,BUF,C,Red,41.65666266506602,26.290516206482593,,0.0,,33.0,45.0,44.0,,,,COOL,COOL,COOL
Jaycob Megna,VGK,D,Red,0.7202881152460985,7.322929171668667,,0.0,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Jaycob Megna,VGK,D,Red,0.7202881152460985,7.322929171668667,,0.0,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Jaycob Megna,VGK,D,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Brendan Gallagher,MTL,R,Yellow,83.91356542617046,70.88835534213686,,0.02334878126437188,,65.0,72.0,74.0,,,,COOL,COOL,COOL
Brendan Gallagher,MTL,R,Yellow,83.91356542617046,70.88835534213686,,0.0,,65.0,72.0,74.0,,,,COOL,COOL,COOL
Brendan Gallagher,MTL,R,Yellow,83.91356542617046,70.88835534213686,,0.048179871520342615,,65.0,72.0,74.0,,,,COOL,COOL,COOL
Vladislav Namestnikov,WPG,C,Yellow,68.90756302521008,26.290516206482593,,0.010979760641218021,,33.0,62.0,64.0,,,,COOL,COOL,COOL
Vladislav Namestnikov,WPG,C,Yellow,68.90756302521008,26.290516206482593,,0.0,,33.0,62.0,64.0,,,,COOL,COOL,COOL
Vladislav Namestnikov,WPG,C,Yellow,68.90756302521008,26.290516206482593,,0.03177966101694915,,33.0,62.0,64.0,,,,COOL,COOL,COOL
Connor Clifton,PIT,D,Red,11.464585834333734,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Connor Clifton,PIT,D,Red,11.464585834333734,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Connor Clifton,PIT,D,Red,11.464585834333734,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Stefan Noesen,NJD,R,Yellow,76.23049219687876,36.97478991596639,,0.011201866977829638,,41.0,67.0,69.0,,,,COOL,COOL,COOL
Stefan Noesen,NJD,R,Yellow,76.23049219687876,36.97478991596639,,0.0,,41.0,67.0,69.0,,,,COOL,COOL,COOL
Stefan Noesen,NJD,R,Yellow,76.23049219687876,36.97478991596639,,0.05591798695246971,,41.0,67.0,69.0,,,,COOL,COOL,COOL
Hayden Hodgson,OTT,R,Red,15.606242496998798,7.322929171668667,,0.0,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Hayden Hodgson,OTT,R,Red,15.606242496998798,7.322929171668667,,,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Hayden Hodgson,OTT,R,Red,15.606242496998798,7.322929171668667,,0.0,,19.0,28.0,25.0,,,,COOL,COOL,COOL
Ilya Solovyov,COL,D,Red,13.685474189675869,7.322929171668667,,0.0,,19.0,26.0,24.0,,,,COOL,COOL,COOL
Ilya Solovyov,COL,D,Red,13.685474189675869,7.322929171668667,,0.0,,19.0,26.0,24.0,,,,COOL,COOL,COOL
Ilya Solovyov,COL,D,Red,13.685474189675869,7.322929171668667,,,,19.0,26.0,24.0,,,,COOL,COOL,COOL
Jack Finley,TBL,C,Red,32.172869147659064,19.08763505402161,,0.027059530968129887,,28.0,38.0,37.0,,,,COOL,COOL,COOL
Jack Finley,TBL,C,Red,32.172869147659064,19.08763505402161,,0.0,,28.0,38.0,37.0,,,,COOL,COOL,COOL
Jack Finley,TBL,C,Red,32.172869147659064,19.08763505402161,,0.0,,28.0,38.0,37.0,,,,COOL,COOL,COOL
Brett Pesce,NJD,D,Red,24.429771908763506,43.037214885954384,,0.01944684528954192,,45.0,33.0,32.0,,,,COOL,COOL,COOL
Brett Pesce,NJD,D,Red,24.429771908763506,43.037214885954384,,0.0,,45.0,33.0,32.0,,,,COOL,COOL,COOL
Brett Pesce,NJD,D,Red,24.429771908763506,43.037214885954384,,0.0,,45.0,33.0,32.0,,,,COOL,COOL,COOL
Barclay Goodrow,SJS,C,Red,61.88475390156063,43.037214885954384,,0.01805442118385419,,45.0,58.0,59.0,,,,COOL,COOL,COOL
Barclay Goodrow,SJS,C,Red,61.88475390156063,43.037214885954384,,0.0,,45.0,58.0,59.0,,,,COOL,COOL,COOL
Barclay Goodrow,SJS,C,Red,61.88475390156063,43.037214885954384,,0.0,,45.0,58.0,59.0,,,,COOL,COOL,COOL
Oskar Bck,DAL,C,Red,45.13805522208884,36.97478991596639,,0.017905102954341987,,41.0,47.0,46.0,,,,COOL,COOL,COOL
Oskar Bck,DAL,C,Red,45.13805522208884,36.97478991596639,,0.015396458814472672,,41.0,47.0,46.0,,,,COOL,COOL,COOL
Oskar Bck,DAL,C,Red,45.13805522208884,36.97478991596639,,0.0,,41.0,47.0,46.0,,,,COOL,COOL,COOL
Dakota Mermis,TOR,D,Red,7.563025210084033,7.322929171668667,,0.007366482504604052,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Dakota Mermis,TOR,D,Red,7.563025210084033,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Dakota Mermis,TOR,D,Red,7.563025210084033,7.322929171668667,,,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Philip Broberg,STL,D,Red,54.021608643457384,70.88835534213686,,0.015439735545042459,,65.0,53.0,53.0,,,,COOL,COOL,COOL
Philip Broberg,STL,D,Red,54.021608643457384,70.88835534213686,,0.0,,65.0,53.0,53.0,,,,COOL,COOL,COOL
Philip Broberg,STL,D,Red,54.021608643457384,70.88835534213686,,0.0,,65.0,53.0,53.0,,,,COOL,COOL,COOL
Victor Soderstrom,BOS,D,Red,7.923169267707082,19.08763505402161,,0.00921942224953903,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Victor Soderstrom,BOS,D,Red,7.923169267707082,19.08763505402161,,0.0,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Victor Soderstrom,BOS,D,Red,7.923169267707082,19.08763505402161,,0.0,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Cody Glass,NJD,C,Yellow,67.70708283313326,26.290516206482593,,0.017907393195190587,,33.0,62.0,63.0,,,,COOL,COOL,COOL
Cody Glass,NJD,C,Yellow,67.70708283313326,26.290516206482593,,0.0,,33.0,62.0,63.0,,,,COOL,COOL,COOL
Cody Glass,NJD,C,Yellow,67.70708283313326,26.290516206482593,,0.06960556844547564,,33.0,62.0,63.0,,,,COOL,COOL,COOL
Bogdan Trineyev,WSH,R,Red,6.422569027611044,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Bogdan Trineyev,WSH,R,Red,6.422569027611044,7.322929171668667,,,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Bogdan Trineyev,WSH,R,Red,6.422569027611044,7.322929171668667,,0.0,,19.0,22.0,19.0,,,,COOL,COOL,COOL
Sam Steel,DAL,C,Yellow,73.7094837935174,59.06362545018007,,0.019943192119417415,,57.0,65.0,67.0,,,,COOL,COOL,COOL
Sam Steel,DAL,C,Yellow,73.7094837935174,59.06362545018007,,0.0,,57.0,65.0,67.0,,,,COOL,COOL,COOL
Sam Steel,DAL,C,Yellow,73.7094837935174,59.06362545018007,,0.12,,57.0,65.0,67.0,,,,COOL,COOL,COOL
Seth Jones,FLA,D,Yellow,66.50660264105642,88.35534213685474,,0.01361607705691016,,78.0,61.0,62.0,,,,COOL,COOL,COOL
Seth Jones,FLA,D,Yellow,66.50660264105642,88.35534213685474,,0.0,,78.0,61.0,62.0,,,,COOL,COOL,COOL
Seth Jones,FLA,D,Yellow,66.50660264105642,88.35534213685474,,0.08593147515699019,,78.0,61.0,62.0,,,,COOL,COOL,COOL
Morgan Geekie,BOS,C,Yellow,91.83673469387756,85.1140456182473,,0.04052863436123348,,75.0,77.0,80.0,,,,COOL,COOL,COOL
Morgan Geekie,BOS,C,Yellow,91.83673469387756,85.1140456182473,,0.0,,75.0,77.0,80.0,,,,COOL,COOL,COOL
Morgan Geekie,BOS,C,Yellow,91.83673469387756,85.1140456182473,,0.09417920209287116,,75.0,77.0,80.0,,,,COOL,COOL,COOL
Jeff Malott,LAK,L,Red,51.32052821128451,7.322929171668667,,0.015741145605596852,,19.0,51.0,51.0,,,,COOL,COOL,COOL
Jeff Malott,LAK,L,Red,51.32052821128451,7.322929171668667,,,,19.0,51.0,51.0,,,,COOL,COOL,COOL
Jeff Malott,LAK,L,Red,51.32052821128451,7.322929171668667,,0.0,,19.0,51.0,51.0,,,,COOL,COOL,COOL
Chris Kreider,ANA,L,Yellow,92.67707082833134,63.68547418967587,,0.016910935738444193,,60.0,78.0,81.0,,,,COOL,COOL,COOL
Chris Kreider,ANA,L,Yellow,92.67707082833134,63.68547418967587,,0.0,,60.0,78.0,81.0,,,,COOL,COOL,COOL
Chris Kreider,ANA,L,Yellow,92.67707082833134,63.68547418967587,,0.07647641977057074,,60.0,78.0,81.0,,,,COOL,COOL,COOL
Igor Chernyshov,SJS,L,Red,54.14165666266506,43.037214885954384,,0.051590713671539126,,45.0,53.0,53.0,,,,COOL,COOL,COOL
Igor Chernyshov,SJS,L,Red,54.14165666266506,43.037214885954384,,,,45.0,53.0,53.0,,,,COOL,COOL,COOL
Igor Chernyshov,SJS,L,Red,54.14165666266506,43.037214885954384,,0.21621621621621623,,45.0,53.0,53.0,,,,COOL,COOL,COOL
Drake Batherson,OTT,R,Yellow,89.31572629051621,93.57743097238895,,0.04015168414008476,,81.0,76.0,78.0,,,,COOL,COOL,COOL
Drake Batherson,OTT,R,Yellow,89.31572629051621,93.57743097238895,,0.0,,81.0,76.0,78.0,,,,COOL,COOL,COOL
Drake Batherson,OTT,R,Yellow,89.31572629051621,93.57743097238895,,0.1239486498450642,,81.0,76.0,78.0,,,,COOL,COOL,COOL
Tony DeAngelo,NYI,D,Red,51.02040816326531,76.53061224489795,,0.013574319398707926,,69.0,51.0,51.0,,,,COOL,COOL,COOL
Tony DeAngelo,NYI,D,Red,51.02040816326531,76.53061224489795,,0.0,,69.0,51.0,51.0,,,,COOL,COOL,COOL
Tony DeAngelo,NYI,D,Red,51.02040816326531,76.53061224489795,,0.04559270516717325,,69.0,51.0,51.0,,,,COOL,COOL,COOL
Cam York,PHI,D,Red,50.84033613445378,79.59183673469387,,0.015559269290612575,,71.0,51.0,51.0,,,,COOL,COOL,COOL
Cam York,PHI,D,Red,50.84033613445378,79.59183673469387,,0.0,,71.0,51.0,51.0,,,,COOL,COOL,COOL
Cam York,PHI,D,Red,50.84033613445378,79.59183673469387,,0.08836524300441827,,71.0,51.0,51.0,,,,COOL,COOL,COOL
Sam Lafferty,CHI,C,Red,18.967587034813928,19.08763505402161,,0.013136288998357963,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Sam Lafferty,CHI,C,Red,18.967587034813928,19.08763505402161,,,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Sam Lafferty,CHI,C,Red,18.967587034813928,19.08763505402161,,0.0,,28.0,30.0,28.0,,,,COOL,COOL,COOL
Danton Heinen,CBJ,L,Red,39.85594237695078,19.08763505402161,,0.006450225757901527,,28.0,43.0,43.0,,,,COOL,COOL,COOL
Danton Heinen,CBJ,L,Red,39.85594237695078,19.08763505402161,,0.0,,28.0,43.0,43.0,,,,COOL,COOL,COOL
Danton Heinen,CBJ,L,Red,39.85594237695078,19.08763505402161,,0.0,,28.0,43.0,43.0,,,,COOL,COOL,COOL
Adam Engstrom,MTL,D,Red,10.864345738295318,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Adam Engstrom,MTL,D,Red,10.864345738295318,7.322929171668667,,0.0,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Adam Engstrom,MTL,D,Red,10.864345738295318,7.322929171668667,,,,19.0,25.0,22.0,,,,COOL,COOL,COOL
Parker Kelly,COL,C,Yellow,68.66746698679472,48.67947178871548,,0.026200873362445413,,49.0,62.0,63.0,,,,COOL,COOL,COOL
Parker Kelly,COL,C,Yellow,68.66746698679472,48.67947178871548,,0.010413051023950017,,49.0,62.0,63.0,,,,COOL,COOL,COOL
Parker Kelly,COL,C,Yellow,68.66746698679472,48.67947178871548,,0.0,,49.0,62.0,63.0,,,,COOL,COOL,COOL
Elias Lindholm,BOS,C,Yellow,74.30972388955583,89.85594237695078,,0.019725486972959644,,79.0,66.0,68.0,,,,COOL,COOL,COOL
Elias Lindholm,BOS,C,Yellow,74.30972388955583,89.85594237695078,,0.0,,79.0,66.0,68.0,,,,COOL,COOL,COOL
Elias Lindholm,BOS,C,Yellow,74.30972388955583,89.85594237695078,,0.14714204867006225,,79.0,66.0,68.0,,,,COOL,COOL,COOL
Luke Evangelista,NSH,R,Yellow,80.55222088835534,95.31812725090036,,0.029653425588435162,,83.0,70.0,72.0,,,,COOL,COOL,COOL
Luke Evangelista,NSH,R,Yellow,80.55222088835534,95.31812725090036,,0.0,,83.0,70.0,72.0,,,,COOL,COOL,COOL
Luke Evangelista,NSH,R,Yellow,80.55222088835534,95.31812725090036,,0.118491921005386,,83.0,70.0,72.0,,,,COOL,COOL,COOL
Brayden Point,TBL,C,Yellow,82.89315726290516,85.1140456182473,,0.042939955628712514,,75.0,71.0,74.0,,,,COOL,COOL,COOL
Brayden Point,TBL,C,Yellow,82.89315726290516,85.1140456182473,,0.0,,75.0,71.0,74.0,,,,COOL,COOL,COOL
Brayden Point,TBL,C,Yellow,82.89315726290516,85.1140456182473,,0.044748290863890615,,75.0,71.0,74.0,,,,COOL,COOL,COOL
Shayne Gostisbehere,CAR,D,Red,62.18487394957983,96.33853541416568,,0.035398230088495575,,83.0,58.0,59.0,,,,COOL,COOL,COOL
Shayne Gostisbehere,CAR,D,Red,62.18487394957983,96.33853541416568,,0.0,,83.0,58.0,59.0,,,,COOL,COOL,COOL
Shayne Gostisbehere,CAR,D,Red,62.18487394957983,96.33853541416568,,0.07102993404363267,,83.0,58.0,59.0,,,,COOL,COOL,COOL
Jake DeBrusk,VAN,L,Yellow,98.19927971188476,67.52701080432173,,0.018791105543376135,,63.0,81.0,85.0,,,,COOL,COOL,COOL
Jake DeBrusk,VAN,L,Yellow,98.19927971188476,67.52701080432173,,0.0,,63.0,81.0,85.0,,,,COOL,COOL,COOL
Jake DeBrusk,VAN,L,Yellow,98.19927971188476,67.52701080432173,,0.07885304659498207,,63.0,81.0,85.0,,,,COOL,COOL,COOL
Nick Cousins,OTT,C,Red,51.7406962785114,36.97478991596639,,0.02534961341839537,,41.0,51.0,51.0,,,,COOL,COOL,COOL
Nick Cousins,OTT,C,Red,51.7406962785114,36.97478991596639,,0.0,,41.0,51.0,51.0,,,,COOL,COOL,COOL
Nick Cousins,OTT,C,Red,51.7406962785114,36.97478991596639,,0.0,,41.0,51.0,51.0,,,,COOL,COOL,COOL
William Carrier,CAR,L,Red,62.665066026410564,43.037214885954384,,0.0202309702436146,,45.0,58.0,59.0,,,,COOL,COOL,COOL
William Carrier,CAR,L,Red,62.665066026410564,43.037214885954384,,0.0,,45.0,58.0,59.0,,,,COOL,COOL,COOL
William Carrier,CAR,L,Red,62.665066026410564,43.037214885954384,,0.0,,45.0,58.0,59.0,,,,COOL,COOL,COOL
Dennis Gilbert,OTT,D,Red,0.7202881152460985,7.322929171668667,,0.0,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Dennis Gilbert,OTT,D,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Dennis Gilbert,OTT,D,Red,0.7202881152460985,7.322929171668667,,,,19.0,18.0,15.0,,,,COOL,COOL,COOL
Charles Alexis Legault,CAR,D,Red,22.809123649459785,19.08763505402161,,0.009807126511932003,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Charles Alexis Legault,CAR,D,Red,22.809123649459785,19.08763505402161,,0.0,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Charles Alexis Legault,CAR,D,Red,22.809123649459785,19.08763505402161,,,,28.0,32.0,30.0,,,,COOL,COOL,COOL
Will Borgen,NYR,D,Red,25.03001200480192,26.290516206482593,,0.006934812760055479,,33.0,34.0,32.0,,,,COOL,COOL,COOL
Will Borgen,NYR,D,Red,25.03001200480192,26.290516206482593,,0.0,,33.0,34.0,32.0,,,,COOL,COOL,COOL
Will Borgen,NYR,D,Red,25.03001200480192,26.290516206482593,,0.0,,33.0,34.0,32.0,,,,COOL,COOL,COOL
Anthony Cirelli,TBL,C,Yellow,91.71668667466987,76.53061224489795,,0.03195228458834807,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Anthony Cirelli,TBL,C,Yellow,91.71668667466987,76.53061224489795,,0.01953125,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Anthony Cirelli,TBL,C,Yellow,91.71668667466987,76.53061224489795,,0.05150214592274678,,69.0,77.0,80.0,,,,COOL,COOL,COOL
Parker Wotherspoon,PIT,D,Red,27.971188475390157,76.53061224489795,,0.01681496531913403,,69.0,36.0,34.0,,,,COOL,COOL,COOL
Parker Wotherspoon,PIT,D,Red,27.971188475390157,76.53061224489795,,0.00967741935483871,,69.0,36.0,34.0,,,,COOL,COOL,COOL
Parker Wotherspoon,PIT,D,Red,27.971188475390157,76.53061224489795,,0.0,,69.0,36.0,34.0,,,,COOL,COOL,COOL
Mario Ferraro,SJS,D,Red,37.15486194477791,53.96158463385354,,0.01146569845213071,,53.0,42.0,41.0,,,,COOL,COOL,COOL
Mario Ferraro,SJS,D,Red,37.15486194477791,53.96158463385354,,0.0,,53.0,42.0,41.0,,,,COOL,COOL,COOL
Mario Ferraro,SJS,D,Red,37.15486194477791,53.96158463385354,,0.0,,53.0,42.0,41.0,,,,COOL,COOL,COOL
Adam Ginning,PHI,D,Red,4.561824729891957,7.322929171668667,,0.0,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Adam Ginning,PHI,D,Red,4.561824729891957,7.322929171668667,,0.0,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Adam Ginning,PHI,D,Red,4.561824729891957,7.322929171668667,,0.0,,19.0,20.0,17.0,,,,COOL,COOL,COOL
Joakim Kemell,NSH,R,Red,3.12124849939976,7.322929171668667,,0.0,,19.0,20.0,16.0,,,,COOL,COOL,COOL
Joakim Kemell,NSH,R,Red,3.12124849939976,7.322929171668667,,0.0,,19.0,20.0,16.0,,,,COOL,COOL,COOL
Joakim Kemell,NSH,R,Red,3.12124849939976,7.322929171668667,,0.0,,19.0,20.0,16.0,,,,COOL,COOL,COOL
Rasmus Sandin,WSH,D,Red,34.03361344537815,70.88835534213686,,0.02243829468960359,,65.0,40.0,39.0,,,,COOL,COOL,COOL
Rasmus Sandin,WSH,D,Red,34.03361344537815,70.88835534213686,,0.0,,65.0,40.0,39.0,,,,COOL,COOL,COOL
Rasmus Sandin,WSH,D,Red,34.03361344537815,70.88835534213686,,0.0,,65.0,40.0,39.0,,,,COOL,COOL,COOL
Lane Hutson,MTL,D,Red,60.984393757503,99.21968787515006,,0.029836520730165964,,85.0,57.0,58.0,,,,COOL,COOL,COOL
Lane Hutson,MTL,D,Red,60.984393757503,99.21968787515006,,0.0,,85.0,57.0,58.0,,,,COOL,COOL,COOL
Lane Hutson,MTL,D,Red,60.984393757503,99.21968787515006,,0.08025682182985554,,85.0,57.0,58.0,,,,COOL,COOL,COOL
David Pastrnak,BOS,R,Yellow,97.1188475390156,98.01920768307323,,0.03568879371877231,,85.0,81.0,84.0,,,,COOL,COOL,COOL
David Pastrnak,BOS,R,Yellow,97.1188475390156,98.01920768307323,,0.0,,85.0,81.0,84.0,,,,COOL,COOL,COOL
David Pastrnak,BOS,R,Yellow,97.1188475390156,98.01920768307323,,0.12445095168374817,,85.0,81.0,84.0,,,,COOL,COOL,COOL
Alexander Nikishin,CAR,D,Red,58.58343337334934,70.88835534213686,,0.0137471041979583,,65.0,56.0,56.0,,,,COOL,COOL,COOL
Alexander Nikishin,CAR,D,Red,58.58343337334934,70.88835534213686,,0.0,,65.0,56.0,56.0,,,,COOL,COOL,COOL
Alexander Nikishin,CAR,D,Red,58.58343337334934,70.88835534213686,,0.07165605095541401,,65.0,56.0,56.0,,,,COOL,COOL,COOL
Thomas Chabot,OTT,D,Red,41.89675870348139,70.88835534213686,,0.013666388277275834,,65.0,45.0,44.0,,,,COOL,COOL,COOL
Thomas Chabot,OTT,D,Red,41.89675870348139,70.88835534213686,,0.030848329048843187,,65.0,45.0,44.0,,,,COOL,COOL,COOL
Thomas Chabot,OTT,D,Red,41.89675870348139,70.88835534213686,,0.10344827586206896,,65.0,45.0,44.0,,,,COOL,COOL,COOL
Bowen Byram,BUF,D,Yellow,67.46698679471788,70.88835534213686,,0.020856990568005378,,65.0,61.0,63.0,,,,COOL,COOL,COOL
Bowen Byram,BUF,D,Yellow,67.46698679471788,70.88835534213686,,0.0,,65.0,61.0,63.0,,,,COOL,COOL,COOL
Bowen Byram,BUF,D,Yellow,67.46698679471788,70.88835534213686,,0.042643923240938165,,65.0,61.0,63.0,,,,COOL,COOL,COOL
Jordan Eberle,SEA,R,Yellow,96.99879951980792,76.53061224489795,,0.020166937426474706,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Jordan Eberle,SEA,R,Yellow,96.99879951980792,76.53061224489795,,0.0,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Jordan Eberle,SEA,R,Yellow,96.99879951980792,76.53061224489795,,0.08453350031308704,,69.0,81.0,84.0,,,,COOL,COOL,COOL
Mark Scheifele,WPG,C,Yellow,95.07803121248499,97.59903961584634,,0.05251776336113686,,84.0,79.0,82.0,,,,COOL,COOL,COOL
Mark Scheifele,WPG,C,Yellow,95.07803121248499,97.59903961584634,,0.06465517241379311,,84.0,79.0,82.0,,,,COOL,COOL,COOL
Mark Scheifele,WPG,C,Yellow,95.07803121248499,97.59903961584634,,0.0739017380593951,,84.0,79.0,82.0,,,,COOL,COOL,COOL
J.T. Miller,NYR,C,Yellow,88.35534213685474,73.58943577430972,,0.022753128555176336,,67.0,75.0,78.0,,,,COOL,COOL,COOL
J.T. Miller,NYR,C,Yellow,88.35534213685474,73.58943577430972,,0.0,,67.0,75.0,78.0,,,,COOL,COOL,COOL
J.T. Miller,NYR,C,Yellow,88.35534213685474,73.58943577430972,,0.03813155386081983,,67.0,75.0,78.0,,,,COOL,COOL,COOL
Erik Cernak,TBL,D,Red,16.146458583433372,36.97478991596639,,0.008741258741258742,,41.0,28.0,26.0,,,,COOL,COOL,COOL
Erik Cernak,TBL,D,Red,16.146458583433372,36.97478991596639,,0.016727069974909393,,41.0,28.0,26.0,,,,COOL,COOL,COOL
Erik Cernak,TBL,D,Red,16.146458583433372,36.97478991596639,,0.0,,41.0,28.0,26.0,,,,COOL,COOL,COOL
Tyler Kleven,OTT,D,Red,36.434573829531814,43.037214885954384,,0.009317059536010435,,45.0,41.0,40.0,,,,COOL,COOL,COOL
Tyler Kleven,OTT,D,Red,36.434573829531814,43.037214885954384,,0.0,,45.0,41.0,40.0,,,,COOL,COOL,COOL
Tyler Kleven,OTT,D,Red,36.434573829531814,43.037214885954384,,0.0,,45.0,41.0,40.0,,,,COOL,COOL,COOL
Jack Drury,COL,C,Yellow,75.87034813925571,48.67947178871548,,0.02048131080389145,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Jack Drury,COL,C,Yellow,75.87034813925571,48.67947178871548,,0.0,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Jack Drury,COL,C,Yellow,75.87034813925571,48.67947178871548,,0.0,,49.0,67.0,69.0,,,,COOL,COOL,COOL
Lian Bichsel,DAL,D,Red,16.686674669867948,26.290516206482593,,0.007914523149980214,,33.0,28.0,26.0,,,,COOL,COOL,COOL
Lian Bichsel,DAL,D,Red,16.686674669867948,26.290516206482593,,0.0,,33.0,28.0,26.0,,,,COOL,COOL,COOL
Lian Bichsel,DAL,D,Red,16.686674669867948,26.290516206482593,,0.0,,33.0,28.0,26.0,,,,COOL,COOL,COOL
Kevin Bahl,CGY,D,Red,31.872749099639858,36.97478991596639,,0.009972930616896993,,41.0,38.0,37.0,,,,COOL,COOL,COOL
Kevin Bahl,CGY,D,Red,31.872749099639858,36.97478991596639,,0.0,,41.0,38.0,37.0,,,,COOL,COOL,COOL
Kevin Bahl,CGY,D,Red,31.872749099639858,36.97478991596639,,0.0,,41.0,38.0,37.0,,,,COOL,COOL,COOL
Calum Ritchie,NYI,C,Red,63.62545018007203,36.97478991596639,,0.025015634771732333,,41.0,59.0,60.0,,,,COOL,COOL,COOL
Calum Ritchie,NYI,C,Red,63.62545018007203,36.97478991596639,,,,41.0,59.0,60.0,,,,COOL,COOL,COOL
Calum Ritchie,NYI,C,Red,63.62545018007203,36.97478991596639,,0.02577319587628866,,41.0,59.0,60.0,,,,COOL,COOL,COOL
Nikita Nesterenko,ANA,C,Red,48.67947178871548,59.06362545018007,,0.027656141968195436,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Nikita Nesterenko,ANA,C,Red,48.67947178871548,59.06362545018007,,0.0,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Nikita Nesterenko,ANA,C,Red,48.67947178871548,59.06362545018007,,0.0,,57.0,49.0,49.0,,,,COOL,COOL,COOL
Troy Stecher,TOR,D,Red,29.051620648259302,43.037214885954384,,0.01508403964947565,,45.0,36.0,35.0,,,,COOL,COOL,COOL
Troy Stecher,TOR,D,Red,29.051620648259302,43.037214885954384,,0.0,,45.0,36.0,35.0,,,,COOL,COOL,COOL
Troy Stecher,TOR,D,Red,29.051620648259302,43.037214885954384,,0.0,,45.0,36.0,35.0,,,,COOL,COOL,COOL
Ethan Cardwell,SJS,R,Red,21.368547418967587,7.322929171668667,,0.012547051442910916,,19.0,31.0,29.0,,,,COOL,COOL,COOL
Ethan Cardwell,SJS,R,Red,21.368547418967587,7.322929171668667,,0.0,,19.0,31.0,29.0,,,,COOL,COOL,COOL
Ethan Cardwell,SJS,R,Red,21.368547418967587,7.322929171668667,,0.0,,19.0,31.0,29.0,,,,COOL,COOL,COOL
Zach Bogosian,MIN,D,Red,18.7875150060024,31.392557022809125,,0.012594458438287154,,37.0,30.0,28.0,,,,COOL,COOL,COOL
Zach Bogosian,MIN,D,Red,18.7875150060024,31.392557022809125,,0.0,,37.0,30.0,28.0,,,,COOL,COOL,COOL
Zach Bogosian,MIN,D,Red,18.7875150060024,31.392557022809125,,0.0,,37.0,30.0,28.0,,,,COOL,COOL,COOL
Kevin Rooney,UTA,C,Red,5.88235294117647,7.322929171668667,,0.10273972602739725,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Kevin Rooney,UTA,C,Red,5.88235294117647,7.322929171668667,,,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Kevin Rooney,UTA,C,Red,5.88235294117647,7.322929171668667,,,,19.0,21.0,18.0,,,,COOL,COOL,COOL
Caleb Jones,PIT,D,Red,8.16326530612245,19.08763505402161,,0.009345794392523364,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Caleb Jones,PIT,D,Red,8.16326530612245,19.08763505402161,,0.0,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Caleb Jones,PIT,D,Red,8.16326530612245,19.08763505402161,,0.0,,28.0,23.0,20.0,,,,COOL,COOL,COOL
Scott Mayfield,NYI,D,Red,34.27370948379352,36.97478991596639,,0.007905971643915037,,41.0,40.0,39.0,,,,COOL,COOL,COOL
Scott Mayfield,NYI,D,Red,34.27370948379352,36.97478991596639,,0.0,,41.0,40.0,39.0,,,,COOL,COOL,COOL
Scott Mayfield,NYI,D,Red,34.27370948379352,36.97478991596639,,0.0,,41.0,40.0,39.0,,,,COOL,COOL,COOL
